city,restaurant,latitude,longitude
Montreal,Green Cafe,45.5025051,-73.5717244
Montreal,MB2GO (1050 Beaver Hall),45.50197180000001,-73.5648776
Montreal,Circos Montreal,45.5076987,-73.5711287
Montreal,Ristorante Aria,45.5010146,-73.5644801
Montreal,Ramen 9000,45.5018869,-73.56739189999999
Montreal,Restaurant Keung Kee,45.507253,-73.560407
Montreal,Monami Express Condordia,45.4948363,-73.5779128
Montreal,saint döner sandwichs,45.5214733,-73.5780269
Montreal,La Maison Oflore,45.521974,-73.57488099999999
Montreal,Dynastie,45.5073778,-73.5599083
Montreal,Stonefire Pizza,45.5018869,-73.56739189999999
Montreal,Tacos Tin Tan,45.5193737,-73.5732574
Montreal,Montréal kebab,45.50719,-73.5525049
Montreal,CafeDemix,45.5018869,-73.56739189999999
Montreal,Columbus Café & Co,45.5018869,-73.56739189999999
Montreal,Darlington Boire & Manger,45.5053277,-73.56423010000002
Montreal,Restaurant La Palma,45.5059808,-73.5638436
Montreal,Bulma Bar,45.50018379999999,-73.5598763
Montreal,Arriba Burrito,45.5148362,-73.5625513
Montreal,Delices Place,45.5018869,-73.56739189999999
Montreal,Arabica Lounge,45.495378,-73.57579199999999
Montreal,Kupfert & Kim,45.5018869,-73.56739189999999
Montreal,Le P'tit Plateau (Marie-Anne St ),45.5222142,-73.5810267
Montreal,Nopalito by Sushi MoMo,45.5250677,-73.5849511
Montreal,Injoy Puff Corner,45.49251109999999,-73.5802937
Montreal,B&M Plateau (Rue Saint Viateur O),45.5018869,-73.56739189999999
Montreal,Yokato Yokabai (4185 Drolet Street),45.5212262,-73.5785399
Montreal,Depanneur Provi-Soir,45.5533531,-73.5800485
Montreal,Place Deschamps,45.5450266,-73.6952745
Montreal,Quattro Piatti,45.502018,-73.560006
Montreal,Gourmet Bagels And Subs,45.5018869,-73.56739189999999
Montreal,La mignonette,45.5092681,-73.5631729
Montreal,Bourak Se7en's,45.5018869,-73.56739189999999
Montreal,Terra Verde,45.5048813,-73.5602771
Montreal,Restaurant Ong Ca Can,45.51083149999999,-73.56320099999999
Montreal,Mr Smoke Meat Inc,45.5222065,-73.6070437
Montreal,Crux Comptoir,45.4465066,-73.4370478
Montreal,Kamuy 1485 Jeanne Mance,45.5079134,-73.5673078
Montreal,Monsieur Restaurant Bar,45.50469589999999,-73.5638172
Montreal,Cafe Saint-Henri,45.500989,-73.56441099999999
Montreal,Balance Torrefacteur,45.4631702,-73.5779529
Montreal,Magasin Privé,45.4996912,-73.57301100000001
Montreal,Dadashi,45.4929362,-73.579914
Montreal,Kamé Snack Bar Hawaien,45.50961650000001,-73.5638433
Montreal,Mon Shing,45.5070842,-73.5606196
Montreal,SeaSalt & Ceviche Bar,45.5036111,-73.5541667
Montreal,La Petite Maison,45.4972869,-73.57724139999999
Montreal,Kali Bistro,45.4884712,-73.5683474
Montreal,Baratartar,45.49895739999999,-73.55396499999999
Montreal,Aqua E Farina,45.4746128,-73.6233243
Montreal,Marche Des Eclusiers (Rue De La Commune O),45.4985532,-73.55210699999999
Montreal,Cantine Burgz,45.47896189999999,-73.5699151
Montreal,Pho Cali,45.5522381,-73.7596747
Montreal,Restaurant Tapas Pintxo (Rue Sainte-Catherine O),45.5096747,-73.5637794
Montreal,Deno's Restaurant,45.512725,-73.55786839999999
Montreal,Pannizza (1980 Sherbrooke O),45.4936841,-73.5835799
Montreal,Zizipop,45.5209027,-73.5541317
Montreal,Dog House,45.51432579999999,-73.572431
Montreal,La Vieille Europe,45.515968,-73.5767709
Montreal,One Babo,45.5052567,-73.55338429999999
Montreal,Nmenan's Bazaar,45.5018869,-73.56739189999999
Montreal,Le Parva Bistro,45.5157941,-73.5625672
Montreal,La Voute,45.5022567,-73.559135
Montreal,Micro Espresso Café,45.50153780000001,-73.5567052
Montreal,Station Vitamine,45.50184060000001,-73.57018939999999
Montreal,Café Nocturne,45.513585,-73.5729521
Montreal,Beauty's Restaurant,45.5191028,-73.5874975
Montreal,Euro-Market,45.4855157,-73.62716549999999
Montreal,Branzino (50 Boulevard Rene-Levesque O),45.5018869,-73.56739189999999
Montreal,Maison Kim Fung,45.461212,-73.4640939
Montreal,Mehadrin Deli,45.5231016,-73.6062093
Montreal,Le Club Burgers - Sandwiches - Wraps,45.5323066,-73.5811157
Montreal,Y-Fried Chicken,45.5018869,-73.56739189999999
Montreal,Holiday's Resto and Snack,45.5018869,-73.56739189999999
Montreal,trattoria gio,45.5079193,-73.5537918
Montreal,Rotisseries Au Coq,45.5876577,-73.53992579999999
Montreal,Patati Patata Friterie De Luxe,45.5180533,-73.5814759
