date,temperature_celsius,precipitation_mm,snowfall_cm,weather_condition,is_raining,is_snowing
2022-01-24,5.3,0.0,0.0,clear,0,0
2022-01-25,4.2,0.0,0.0,clear,0,0
2022-01-26,4.7,0.0,0.0,clear,0,0
2022-01-27,6.3,0.0,0.0,clear,0,0
2022-01-28,7.3,0.0,0.0,clear,0,0
2022-01-29,6.4,0.0,0.0,clear,0,0
2022-01-30,5.8,0.0,0.0,clear,0,0
2022-01-31,5.2,1.7,0.0,rain,1,0
2022-02-01,8.4,0.0,0.0,clear,0,0
2022-02-02,6.5,0.0,0.0,clear,0,0
2022-02-03,7.5,0.0,0.0,clear,0,0
2022-02-04,10.6,0.6,0.0,rain,1,0
2022-02-05,11.0,1.9,0.0,rain,1,0
2022-02-06,8.7,0.1,0.0,rain,1,0
2022-02-07,11.0,0.7,0.0,rain,1,0
2022-02-08,6.9,0.0,0.0,clear,0,0
2022-02-09,7.9,0.0,0.0,clear,0,0
2022-02-10,7.9,0.0,0.0,clear,0,0
2022-02-11,7.3,0.0,0.0,clear,0,0
2022-02-12,8.3,0.1,0.0,rain,1,0
2022-02-13,9.4,3.4,0.0,rain,1,0
2022-02-14,10.6,5.5,0.0,rain,1,0
2022-02-15,11.2,6.9,0.0,rain,1,0
2022-02-16,8.9,1.3,0.0,rain,1,0
2022-02-17,8.3,0.0,0.0,clear,0,0
2022-02-18,10.7,0.0,0.0,clear,0,0
2022-02-19,11.8,0.0,0.0,clear,0,0
2022-02-20,12.7,0.7,0.0,rain,1,0
2022-02-21,11.5,4.6,0.0,rain,1,0
2022-02-22,10.2,0.0,0.0,clear,0,0
2022-02-23,10.3,0.0,0.0,clear,0,0
2022-02-24,9.2,0.0,0.0,clear,0,0
2022-02-25,9.0,0.7,0.0,rain,1,0
2022-02-26,7.2,8.4,0.0,rain,1,0
2022-02-27,7.3,0.0,0.0,clear,0,0
2022-02-28,7.8,0.0,0.0,clear,0,0
2022-03-01,5.7,0.0,0.0,clear,0,0
2022-03-02,5.7,0.0,0.0,clear,0,0
2022-03-03,6.0,0.0,0.0,clear,0,0
2022-03-04,6.2,0.5,0.0,rain,1,0
2022-03-05,6.7,0.0,0.0,clear,0,0
2022-03-06,6.1,0.2,0.0,rain,1,0
2022-03-07,5.5,0.0,0.0,clear,0,0
2022-03-08,4.8,0.0,0.0,clear,0,0
2022-03-09,6.4,0.0,0.0,clear,0,0
2022-03-10,7.9,0.0,0.0,clear,0,0
2022-03-11,7.6,0.0,0.0,clear,0,0
2022-03-12,8.7,0.0,0.0,clear,0,0
2022-03-13,7.9,0.0,0.0,clear,0,0
2022-03-14,9.7,0.0,0.0,clear,0,0
2022-03-15,10.0,0.0,0.0,clear,0,0
2022-03-16,10.7,0.0,0.0,clear,0,0
2022-03-17,12.5,0.0,0.0,clear,0,0
2022-03-18,12.7,0.0,0.0,clear,0,0
2022-03-19,12.6,1.1,0.0,rain,1,0
2022-03-20,9.8,1.7,0.0,rain,1,0
2022-03-21,8.8,1.7,0.0,rain,1,0
2022-03-22,8.6,0.0,0.0,clear,0,0
2022-03-23,10.2,0.0,0.0,clear,0,0
2022-03-24,11.0,0.0,0.0,clear,0,0
2022-03-25,11.3,0.0,0.0,clear,0,0
2022-03-26,11.9,0.0,0.0,clear,0,0
2022-03-27,14.7,0.2,0.0,rain,1,0
2022-03-28,13.2,0.0,0.0,clear,0,0
2022-03-29,12.3,0.0,0.0,clear,0,0
2022-03-30,11.8,26.4,0.0,rain,1,0
2022-03-31,14.2,20.7,0.0,rain,1,0
2022-04-01,12.3,2.7,0.0,rain,1,0
2022-04-02,8.6,12.7,0.0,rain,1,0
2022-04-03,7.9,2.0,0.0,rain,1,0
2022-04-04,9.1,0.1,0.0,rain,1,0
2022-04-05,10.2,0.0,0.0,clear,0,0
2022-04-06,9.2,1.7,0.0,rain,1,0
2022-04-07,12.0,5.5,0.0,rain,1,0
2022-04-08,13.9,0.0,0.0,clear,0,0
2022-04-09,13.7,0.2,0.0,rain,1,0
2022-04-10,11.2,0.0,0.0,clear,0,0
2022-04-11,10.1,0.0,0.0,clear,0,0
2022-04-12,11.1,0.0,0.0,clear,0,0
2022-04-13,13.7,0.0,0.0,clear,0,0
2022-04-14,15.3,0.0,0.0,clear,0,0
2022-04-15,16.0,0.0,0.0,clear,0,0
2022-04-16,16.8,0.0,0.0,clear,0,0
2022-04-17,14.1,0.0,0.0,clear,0,0
2022-04-18,13.0,0.0,0.0,clear,0,0
2022-04-19,12.7,0.0,0.0,clear,0,0
2022-04-20,14.2,0.5,0.0,rain,1,0
2022-04-21,15.9,8.1,0.0,rain,1,0
2022-04-22,14.2,10.4,0.0,rain,1,0
2022-04-23,15.3,0.0,0.0,clear,0,0
2022-04-24,15.8,9.4,0.0,rain,1,0
2022-04-25,15.2,1.3,0.0,rain,1,0
2022-04-26,15.0,0.0,0.0,clear,0,0
2022-04-27,15.7,0.0,0.0,clear,0,0
2022-04-28,17.3,0.0,0.0,clear,0,0
2022-04-29,16.8,0.0,0.0,clear,0,0
2022-04-30,16.2,0.0,0.0,clear,0,0
2022-05-01,13.9,2.3,0.0,rain,1,0
2022-05-02,15.1,0.1,0.0,rain,1,0
2022-05-03,15.8,0.3,0.0,rain,1,0
2022-05-04,15.9,0.0,0.0,clear,0,0
2022-05-05,14.7,0.6,0.0,rain,1,0
2022-05-06,17.2,3.7,0.0,rain,1,0
2022-05-07,16.7,15.7,0.0,rain,1,0
2022-05-08,17.4,5.8,0.0,rain,1,0
2022-05-09,17.4,3.8,0.0,rain,1,0
2022-05-10,18.6,0.0,0.0,clear,0,0
2022-05-11,19.2,0.4,0.0,rain,1,0
2022-05-12,20.0,0.0,0.0,clear,0,0
2022-05-13,20.1,0.0,0.0,clear,0,0
2022-05-14,20.2,0.0,0.0,clear,0,0
2022-05-15,19.5,0.0,0.0,clear,0,0
2022-05-16,20.6,0.0,0.0,clear,0,0
2022-05-17,21.6,0.0,0.0,clear,0,0
2022-05-18,22.6,0.0,0.0,clear,0,0
