date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-03-30 00:00:00,14.8,8.9,21,1,,4,18.2,,1006.7,
2025-03-31 00:00:00,12.9,8.2,19,7.4,,24,18.2,,1007.8,
2025-04-01 00:00:00,11.8,8.6,16,0,,6,23.7,,1006.5,
2025-04-02 00:00:00,13.9,7,22,0.2,,3,9.9,,1011.6,
2025-04-03 00:00:00,14.6,7.8,22,0,,354,10,,1018.8,
2025-04-04 00:00:00,14.3,7.8,22,0,,17,9.2,,1017.2,
2025-04-05 00:00:00,13.5,8,20,0,,303,8.2,,1012.5,
2025-04-06 00:00:00,13.8,7.8,20,5.3,,354,9.5,,1009.1,
2025-04-07 00:00:00,11.9,5.9,18,0,,338,14.5,,1017,
2025-04-08 00:00:00,11.2,5.1,17,0.5,,328,10.4,,1022.6,
2025-04-09 00:00:00,11.7,5.1,17,0.1,,257,9.5,,1022.7,
2025-04-10 00:00:00,13.3,8.8,18,0,,335,7.5,,1020.9,
2025-04-11 00:00:00,14.1,7.3,21,0,,308,8.5,,1020.6,
2025-04-12 00:00:00,14.3,8.4,20,0,,253,6.8,,1017.7,
2025-04-13 00:00:00,16.3,12.2,21,6.5,,148,12.2,,1015.5,
2025-04-14 00:00:00,17.9,14.3,23,26.6,,135,17.7,,1010.5,
2025-04-15 00:00:00,17,14.6,19.6,23,,174,20.9,,1008.7,
2025-04-16 00:00:00,17.2,10.7,23.1,0,,94,16.9,,1008.2,
2025-04-17 00:00:00,,,,,,,,,,
2025-04-18 00:00:00,,,,,,,,,,
2025-04-19 00:00:00,,,,,,,,,,
2025-04-20 00:00:00,,,,,,,,,,
2025-04-21 00:00:00,,,,,,,,,,
2025-04-22 00:00:00,,,,,,,,,,
2025-04-23 00:00:00,16.6,12.4,22,2.8,,212,7.1,,1014.6,
