city,restaurant,latitude,longitude,neighborhood
Montreal,Time,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Casa Kaizen by Sushi MoMo,45.5250677,-73.5849511,Le Plateau-Mont-Royal
Montreal,Le Warehouse Crescent St,45.4975187,-73.57689859999999,Ville-Marie
Montreal,Cacao 70 Eatery,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Lola Rosa,45.5068838,-73.5662586,Quartier des Spectacles
Montreal,OPIANO,45.5018168,-73.57693259999999,Ville-Marie
Montreal,RESTAURANT BIIRU,45.5050012,-73.5686458,Quartier des Spectacles
Montreal,Nouveau Palais,45.523943,-73.605494,Mile-End
Montreal,Hello 123,45.4797894,-73.58038599999999,Saint-Henri
Montreal,Crescent Sushi,45.4977264,-73.57652089999999,Ville-Marie
Montreal,Poke Star,45.5056763,-73.570876,Quartier des Spectacles
Montreal,Le Coq Frit,45.4935731,-73.5791285,Ville-Marie
Montreal,Chatime,45.5242858,-73.7134681,Saint-Laurent
Montreal,Mei Restaurant,45.4962457,-73.5774404,Ville-Marie
Montreal,Sandwicherie Ka'ek,45.4965941,-73.579028,Ville-Marie
Montreal,Formosa (Rue Cathcart),45.5022718,-73.5697789,Quartier des Spectacles
Montreal,Soupebol Nouillerie,45.50411390000001,-73.5683944,Quartier des Spectacles
Montreal,Kampai Garden (Sainte-Catherine St W),45.493668,-73.578694,Ville-Marie
Montreal,Kalbi,45.5080611,-73.5595872,Quartier Chinois
Montreal,Dandy,45.5033143,-73.5586126,Ville-Marie
Montreal,Pizza Madona,45.5306819,-73.5550456,Ville-Marie
Montreal,Mon Ami,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,L'avenue,45.47956749999999,-73.5808021,Saint-Henri
Montreal,Poke Mahalo,45.533721,-73.5739859,Le Plateau-Mont-Royal
Montreal,Mono cafe,45.4981866,-73.57840999999999,Ville-Marie
Montreal,Arabesque Resto Bar,45.4949135,-73.5769172,Ville-Marie
Montreal,Restaurant Le Calvaire,45.49802709999999,-73.57316829999999,Ville-Marie
Montreal,Northwestern Chinese Cuisine (白家老汤),45.4933857,-73.5793959,Ville-Marie
Montreal,Thaiphon,45.5051095,-73.57143909999999,Quartier des Spectacles
Montreal,Gyu-Kaku Japanese BBQ,45.4969778,-73.5750797,Ville-Marie
Montreal,Falafel Avenue,45.5042331,-73.5724714,Quartier des Spectacles
Montreal,Bistro 1242 bar sportif,45.4982263,-73.5736821,Ville-Marie
Montreal,Siam Centre Ville,45.4966023,-73.5728652,Ville-Marie
Montreal,Omnivore PVM,45.5009951,-73.5689364,Ville-Marie
Montreal,Chifa,45.5045089,-73.5636596,Ville-Marie
Montreal,Il Milanese,45.4800464,-73.5799558,Saint-Henri
Montreal,Dépanneur After Hours,45.4929014,-73.5800948,Ville-Marie
Montreal,Saladesalad,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Greenspot 1947,45.4809248,-73.5788376,Saint-Henri
Montreal,Déjeunette,45.5028466,-73.5752364,Ville-Marie
Montreal,Snax,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Osteria mkt,45.5038213,-73.5707385,Quartier des Spectacles
Montreal,Motel Mexico,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,SHAY Express,45.4913829,-73.5658059,Le Sud-Ouest
Montreal,Cafe Pave (Rue Notre-Dame O),45.503265,-73.5580942,Vieux-Montréal
Montreal,M4 Burritos Concordia,45.4960622,-73.5787922,Ville-Marie
Montreal,Crossbar Restaurant,45.4955181,-73.5731093,Ville-Marie
Montreal,Maman,45.4905306,-73.56665,Le Sud-Ouest
Montreal,Tiramisu,45.5078904,-73.559039,Quartier Chinois
Montreal,Tiradito,45.504513,-73.56342719999999,Ville-Marie
Montreal,Ayla,45.4884779,-73.566762,Le Sud-Ouest
Montreal,Le Comptoir Sushi et Prêt-à-Manger,45.506612,-73.554993,Vieux-Montréal
Montreal,Barroco,45.50140409999999,-73.5559468,Vieux-Montréal
Montreal,Au Festin de Babette,45.5211722,-73.57642779999999,Le Plateau-Mont-Royal
Montreal,Maquis yasolo,45.4790187,-73.5824339,Saint-Henri
Montreal,Burgers Galore,45.5001134,-73.5665231,Vieux-Montréal
Montreal,Green Cafe,45.5025051,-73.5717244,Quartier des Spectacles
Montreal,MB2GO (1050 Beaver Hall),45.50197180000001,-73.5648776,Quartier des Spectacles
Montreal,Circos Montreal,45.5076987,-73.5711287,Quartier des Spectacles
Montreal,Ristorante Aria,45.5010146,-73.5644801,Quartier des Spectacles
Montreal,Ramen 9000,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Restaurant Keung Kee,45.507253,-73.560407,Quartier Chinois
Montreal,Monami Express Condordia,45.4948363,-73.5779128,Ville-Marie
Montreal,saint döner sandwichs,45.5214733,-73.5780269,Le Plateau-Mont-Royal
Montreal,La Maison Oflore,45.521974,-73.57488099999999,Le Plateau-Mont-Royal
Montreal,Dynastie,45.5073778,-73.5599083,Quartier Chinois
Montreal,Stonefire Pizza,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Tacos Tin Tan,45.5193737,-73.5732574,Le Plateau-Mont-Royal
Montreal,Montréal kebab,45.50719,-73.5525049,Vieux-Montréal
Montreal,CafeDemix,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Columbus Café & Co,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Darlington Boire & Manger,45.5053277,-73.56423010000002,Ville-Marie
Montreal,Restaurant La Palma,45.5059808,-73.5638436,Quartier des Spectacles
Montreal,Bulma Bar,45.50018379999999,-73.5598763,Vieux-Montréal
Montreal,Arriba Burrito,45.5148362,-73.5625513,TOD quartier Berri UQAM
Montreal,Delices Place,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Arabica Lounge,45.495378,-73.57579199999999,Ville-Marie
Montreal,Kupfert & Kim,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Le P'tit Plateau (Marie-Anne St ),45.5222142,-73.5810267,Le Plateau-Mont-Royal
Montreal,Nopalito by Sushi MoMo,45.5250677,-73.5849511,Le Plateau-Mont-Royal
Montreal,Injoy Puff Corner,45.49251109999999,-73.5802937,Ville-Marie
Montreal,B&M Plateau (Rue Saint Viateur O),45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Yokato Yokabai (4185 Drolet Street),45.5212262,-73.5785399,Le Plateau-Mont-Royal
Montreal,Quattro Piatti,45.502018,-73.560006,Ville-Marie
Montreal,Gourmet Bagels And Subs,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,La mignonette,45.5092681,-73.5631729,Quartier des Spectacles
Montreal,Bourak Se7en's,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Terra Verde,45.5048813,-73.5602771,Vieux-Montréal
Montreal,Restaurant Ong Ca Can,45.51083149999999,-73.56320099999999,Quartier des Spectacles
Montreal,Mr Smoke Meat Inc,45.5222065,-73.6070437,Le Plateau-Mont-Royal
Montreal,Kamuy 1485 Jeanne Mance,45.5079134,-73.5673078,Quartier des Spectacles
Montreal,Monsieur Restaurant Bar,45.50469589999999,-73.5638172,Ville-Marie
Montreal,Cafe Saint-Henri,45.500989,-73.56441099999999,Quartier des Spectacles
Montreal,Magasin Privé,45.4996912,-73.57301100000001,Ville-Marie
Montreal,Dadashi,45.4929362,-73.579914,Ville-Marie
Montreal,Kamé Snack Bar Hawaien,45.50961650000001,-73.5638433,Quartier des Spectacles
Montreal,Mon Shing,45.5070842,-73.5606196,Quartier Chinois
Montreal,SeaSalt & Ceviche Bar,45.5036111,-73.5541667,Vieux-Montréal
Montreal,La Petite Maison,45.4972869,-73.57724139999999,Ville-Marie
Montreal,Kali Bistro,45.4884712,-73.5683474,Le Sud-Ouest
Montreal,Baratartar,45.49895739999999,-73.55396499999999,Vieux-Montréal
Montreal,Marche Des Eclusiers (Rue De La Commune O),45.4985532,-73.55210699999999,Vieux-Montréal
Montreal,Restaurant Tapas Pintxo (Rue Sainte-Catherine O),45.5096747,-73.5637794,Quartier des Spectacles
Montreal,Deno's Restaurant,45.512725,-73.55786839999999,Quartier Chinois
Montreal,Pannizza (1980 Sherbrooke O),45.4936841,-73.5835799,Ville-Marie
Montreal,Dog House,45.51432579999999,-73.572431,Le Plateau-Mont-Royal
Montreal,La Vieille Europe,45.515968,-73.5767709,Le Plateau-Mont-Royal
Montreal,One Babo,45.5052567,-73.55338429999999,Vieux-Montréal
Montreal,Nmenan's Bazaar,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Le Parva Bistro,45.5157941,-73.5625672,TOD quartier Berri UQAM
Montreal,La Voute,45.5022567,-73.559135,Ville-Marie
Montreal,Micro Espresso Café,45.50153780000001,-73.5567052,Vieux-Montréal
Montreal,Station Vitamine,45.50184060000001,-73.57018939999999,Quartier des Spectacles
Montreal,Café Nocturne,45.513585,-73.5729521,Le Plateau-Mont-Royal
Montreal,Beauty's Restaurant,45.5191028,-73.5874975,Le Plateau-Mont-Royal
Montreal,Branzino (50 Boulevard Rene-Levesque O),45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Mehadrin Deli,45.5231016,-73.6062093,Mile-End
Montreal,Le Club Burgers - Sandwiches - Wraps,45.5323066,-73.5811157,Le Plateau-Mont-Royal
Montreal,Y-Fried Chicken,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,Holiday's Resto and Snack,45.5018869,-73.56739189999999,Quartier des Spectacles
Montreal,trattoria gio,45.5079193,-73.5537918,Vieux-Montréal
Montreal,Patati Patata Friterie De Luxe,45.5180533,-73.5814759,Le Plateau-Mont-Royal
