date,temperature_celsius,precipitation_mm,snowfall_cm,weather_condition,is_raining,is_snowing
2021-06-16,16.05,0.0,0.0,clear,0,0
2021-06-15,18.39,0.2,0.0,rain,1,0
2021-06-14,20.55,8.6,0.0,rain,1,0
2021-06-13,21.6,3.4,0.0,rain,1,0
2021-06-12,19.25,0.0,0.0,clear,0,0
2021-06-11,19.89,0.2,0.0,rain,1,0
2021-06-10,17.89,0.0,0.0,clear,0,0
2021-06-09,23.79,0.0,0.0,clear,0,0
2021-06-08,26.5,0.0,0.0,clear,0,0
2021-06-07,27.35,0.0,0.0,clear,0,0
2021-06-06,24.45,0.0,0.0,clear,0,0
2021-06-05,22.6,14.8,0.0,rain,1,0
2021-06-04,22.2,0.0,0.0,clear,0,0
2021-06-03,17.55,5.6,0.0,rain,1,0
2021-06-02,20.0,0.0,0.0,clear,0,0
2021-06-01,19.0,2.0,0.0,rain,1,0
2021-05-31,15.65,0.0,0.0,clear,0,0
2021-05-30,13.39,2.0,0.0,rain,1,0
2021-05-29,11.39,0.0,0.0,clear,0,0
2021-05-28,8.35,0.0,0.0,clear,0,0
2021-05-27,12.2,0.0,0.0,clear,0,0
2021-05-26,24.5,1.0,0.0,rain,1,0
2021-05-25,19.64,3.2,0.0,rain,1,0
2021-05-24,13.95,0.0,0.0,clear,0,0
2021-05-23,15.8,0.0,0.0,clear,0,0
2021-05-22,23.5,0.2,0.0,rain,1,0
2021-05-21,25.4,0.0,0.0,clear,0,0
2021-05-20,23.3,0.0,0.0,clear,0,0
2021-05-19,19.1,0.0,0.0,clear,0,0
2021-05-18,19.79,0.0,0.0,clear,0,0
2021-05-17,17.7,0.0,0.0,clear,0,0
2021-05-16,15.89,0.6,0.0,rain,1,0
2021-05-15,17.25,0.0,0.0,clear,0,0
2021-05-14,17.35,0.0,0.0,clear,0,0
2021-05-13,13.25,0.0,0.0,clear,0,0
2021-05-12,11.45,0.0,0.0,clear,0,0
2021-05-11,9.69,1.4,0.0,rain,1,0
2021-05-10,11.15,0.4,0.0,rain,1,0
2021-05-09,11.05,0.0,0.0,clear,0,0
2021-05-08,11.6,0.0,0.0,clear,0,0
2021-05-07,9.65,0.0,0.0,clear,0,0
2021-05-06,9.69,0.0,0.0,clear,0,0
2021-05-05,10.6,1.4,0.0,rain,1,0
2021-05-04,11.5,0.6,0.0,rain,1,0
2021-05-03,6.95,0.2,0.0,rain,1,0
2021-05-02,10.19,0.0,0.0,clear,0,0
2021-05-01,6.0,0.6,0.0,rain,1,0
2021-04-30,7.8,29.8,0.0,rain,1,0
2021-04-29,13.65,1.2,0.0,rain,1,0
2021-04-28,12.89,5.4,0.0,rain,1,0
2021-04-27,8.44,0.0,0.0,clear,0,0
2021-04-26,4.9,0.0,0.0,clear,0,0
2021-04-25,9.14,2.4,0.0,rain,1,0
2021-04-24,13.95,0.0,0.0,clear,0,0
2021-04-23,8.15,0.0,0.0,clear,0,0
2021-04-22,0.75,0.2,0.0,rain,1,0
2021-04-21,0.9,6.4,5.0,snow,0,1
2021-04-20,7.65,1.2,0.0,rain,1,0
2021-04-19,12.5,0.0,0.0,clear,0,0
2021-04-18,8.94,0.0,0.0,clear,0,0
2021-04-17,6.45,0.0,0.0,clear,0,0
2021-04-16,6.0,9.8,0.0,rain,1,0
2021-04-15,7.3,24.8,0.0,rain,1,0
2021-04-14,12.35,0.0,0.0,clear,0,0
2021-04-13,12.05,0.0,0.0,clear,0,0
2021-04-12,12.75,0.0,0.0,clear,0,0
2021-04-11,12.4,0.0,0.0,clear,0,0
2021-04-10,15.9,0.0,0.0,clear,0,0
2021-04-09,15.85,0.0,0.0,clear,0,0
2021-04-08,13.3,0.0,0.0,clear,0,0
2021-04-07,10.25,0.0,0.0,clear,0,0
2021-04-06,8.5,0.0,0.0,clear,0,0
2021-04-05,8.4,0.0,0.0,clear,0,0
2021-04-04,6.95,0.0,0.0,clear,0,0
2021-04-03,2.25,0.0,0.0,clear,0,0
2021-04-02,-0.95,0.0,0.0,clear,0,0
2021-04-01,-0.5,2.4,0.4,snow,0,1
2021-03-31,8.25,3.8,0.0,rain,1,0
2021-03-30,7.45,0.0,0.0,clear,0,0
2021-03-29,1.1,0.4,0.0,rain,1,0
2021-03-28,6.05,8.6,0.0,rain,1,0
2021-03-27,3.0,0.0,0.0,clear,0,0
2021-03-26,6.85,22.8,0.0,rain,1,0
2021-03-25,14.0,2.4,0.0,rain,1,0
2021-03-24,8.85,2.2,0.0,rain,1,0
2021-03-23,10.0,0.0,0.0,clear,0,0
2021-03-22,7.65,0.0,0.0,clear,0,0
2021-03-21,6.95,0.0,0.0,clear,0,0
2021-03-20,3.35,0.0,0.0,clear,0,0
2021-03-19,-4.8,0.0,0.0,clear,0,0
2021-03-18,-0.2,0.2,0.0,rain,1,0
2021-03-17,0.54,0.0,0.0,clear,0,0
2021-03-16,-5.1,0.0,0.0,clear,0,0
